[17902] ['3/8', '8/9', '6/5', '3', '5'] -> 3/8 + (6/5 + 3) * 5 / 8/9
[28035] ['1/5', '4/9', '9/2', '5', '5'] -> 5 * (1/5 + 5) - 4/9 * 9/2
[28036] ['2/7', '6/5', '5/3', '7', '7'] -> (7 + 7) * (6/5 * 5/3 - 2/7)
[28037] ['2/5', '7/4', '2', '3', '7/2'] -> 3 + 2 * (7/4 + 7/2 / 2/5)
[28038] ['3/5', '8/7', '7/6', '6', '7'] -> 6 * 3/5 * 8/7 * (7 - 7/6)
[28039] ['5/9', '8/7', '5/3', '2', '8'] -> (8 + 5/3 + 2) * 8/7 / 5/9
[28040] ['1/5', '1/2', '5/9', '5', '5'] -> (5 - 5/9) * (5 + 1/5 / 1/2)
[28041] ['2/7', '6/5', '7/4', '7', '7'] -> 7 / (7/4 / 2/7 - 7 / 6/5)
[28042] ['1/7', '8/9', '1', '9/8', '5'] -> (5 - 1) / (1/7 * 9/8) - 8/9
[28043] ['3/5', '8/7', '5/4', '6', '7'] -> (8/7 + 6) * 7 * 3/5 / 5/4
[28044] ['3/5', '3/4', '7/9', '8', '9'] -> (3/5 + 3/4) * (9 + 7/9 + 8)
[28045] ['2/7', '9/5', '2', '7/3', '9'] -> 7/3 * (2/7 + 9 * 2 / 9/5)
[28046] ['2/5', '9/5', '2', '9/4', '3'] -> 9/5 / (2/5 * 3 - 9/4 / 2)
[28047] ['2/7', '6/5', '9/4', '7', '7'] -> (7 + 7 / 2/7) / 6/5 - 9/4
[28048] ['2/5', '9/8', '7/5', '4', '5'] -> (5 + 2/5 * 4) / (7/5 - 9/8)
[28049] ['3/5', '8/7', '9/7', '6', '7'] -> 8/7 * (6 + 7 * 9/7 / 3/5)
[28050] ['3/5', '3/4', '6/7', '8', '9'] -> 6/7 * (8 + 9 / (3/5 * 3/4))
[28051] ['3/8', '8/9', '6/5', '5', '7'] -> 5 * 8/9 * 6/5 + 7 / 3/8
[28052] ['7/9', '7/8', '1', '9/4', '8'] -> 8 * (1 + 9/4 * 7/9 / 7/8)
[28053] ['2/7', '9/5', '2', '8/3', '9'] -> 9/5 * (2 / 2/7 - (8/3 - 9))
[28054] ['1/6', '2/5', '4/7', '7', '8'] -> 1/6 * 7 * (4/7 + 8 / 2/5)
[28055] ['7/9', '7/8', '1', '5/2', '8'] -> 7/9 * 8 * (1 + 5/2 / 7/8)
[28056] ['1/7', '8/9', '1', '5/4', '5'] -> 8/9 * (5 / (1/7 * 5/4) - 1)
[28057] ['3/8', '3/5', '7/8', '7', '9'] -> (7/8 + 3/8 / 3/5) * (7 + 9)
[28058] ['2/5', '2', '9/4', '3', '7/2'] -> 3 / (9/4 / 2/5 - (2 + 7/2))
[28059] ['3/5', '8/7', '5/3', '6', '7'] -> 8/7 * 7 * (6 / 5/3 - 3/5)
[28060] ['1/6', '2/5', '5/8', '7', '8'] -> (8 - 7) / (5/8 * 1/6 * 2/5)
[28061] ['3/8', '8/9', '4/3', '5', '7'] -> 8/9 * 7 + 5 * 4/3 / 3/8
[28062] ['3/5', '3/4', '8/7', '8', '9'] -> 8/7 * (3/4 * 8 + 9 / 3/5)
[28063] ['7/9', '7/8', '1', '7/2', '8'] -> 7/9 / 7/8 * (7/2 * 8 - 1)
[28064] ['1/6', '5/9', '7/6', '2', '7'] -> (7 + 7/6 * 2) / (5/9 - 1/6)
[28065] ['2/7', '6/5', '9/2', '7', '7'] -> 9/2 * (7 - 7 * 2/7 / 6/5)
[28066] ['2/7', '9/5', '2', '9/2', '9'] -> 2 + 9/2 + 9 / (2/7 * 9/5)
[28067] ['3/5', '3/4', '7/6', '8', '9'] -> (8 + 9 / (3/5 * 3/4)) / 7/6
[28068] ['3/8', '8/9', '8/5', '5', '7'] -> (7 + 5 / 8/5) * 8/9 / 3/8
[28069] ['7/9', '8/9', '8/9', '1', '8'] -> (1 + 7/9 + 8/9) * 8 / 8/9
[28070] ['5/9', '8/7', '2', '9/2', '8'] -> 8/7 * 2 * (8 + 5/9 * 9/2)
[28071] ['3/5', '8/7', '9/4', '6', '7'] -> 9/4 * 7 * 8/7 / 3/5 - 6
[28072] ['2/5', '9/8', '5/2', '4', '5'] -> (4 - 2/5) * (5/2 + 5) / 9/8
[28073] ['1/6', '5/9', '9/7', '2', '7'] -> (5/9 - 2 + 7 / 9/7) / 1/6
[28074] ['1/6', '9/5', '3', '4', '9/2'] -> 4 * (3 / 9/5 - (1/6 - 9/2))
[28075] ['1/3', '3/5', '7/9', '2', '6'] -> (7/9 * 6 + 2 / 3/5) / 1/3
[28076] ['5/9', '7/6', '7/6', '2', '8'] -> 8 / ((2 - 7/6) / 5/9 - 7/6)
[28077] ['1/5', '1/2', '8/9', '5', '5'] -> 8/9 * 5 * (5 + 1/5 / 1/2)
[28078] ['3/5', '8/7', '5/2', '6', '7'] -> 8/7 * 7 * (3/5 + 6 / 5/2)
[28079] ['2/7', '5/4', '7/5', '7', '7'] -> 5/4 * 7/5 * (7 - (2/7 - 7))
[28080] ['2/5', '8/7', '6/5', '4', '5'] -> (8/7 + 4) * (5 - 2/5 / 6/5)
[28081] ['2/5', '2', '7/3', '3', '9/2'] -> 2 + 9/2 + 3 * 7/3 / 2/5
[28082] ['1/7', '8/9', '1', '8/5', '5'] -> 8/9 * 5 * (1 / 1/7 - 8/5)
[28083] ['1/6', '5/9', '8/5', '2', '7'] -> (7 / 1/6 - 2 / 5/9) / 8/5
[28084] ['5/9', '7/6', '9/7', '2', '8'] -> 8 / (9/7 - 2 * 5/9 / 7/6)
[28085] ['3/8', '8/9', '7/2', '5', '7'] -> (7/2 / 3/8 + 5 + 7) / 8/9
[28086] ['1/5', '1/2', '9/8', '5', '5'] -> (5 + 1/5 / 1/2) * 5 / 9/8
[28087] ['3/5', '8/7', '8/3', '6', '7'] -> 8/3 / 8/7 + (6 + 7) / 3/5
[28088] ['1/5', '1/5', '2/9', '3', '4'] -> 4 * (1/5 / (2/9 - 1/5) - 3)
[28089] ['3/5', '3/4', '7/3', '8', '9'] -> 8 * 3/5 * 3/4 * (9 - 7/3)
[28090] ['2/7', '5/4', '8/5', '7', '7'] -> (7 + 7) * (5/4 * 8/5 - 2/7)
[28091] ['1/3', '3/5', '9/8', '2', '6'] -> 9/8 * (2 / 3/5 + 6 / 1/3)
[28092] ['5/9', '7/6', '7/5', '2', '8'] -> 8 * 7/6 / 5/9 * 2 / 7/5
[28093] ['3/5', '8/7', '7/2', '6', '7'] -> 7/2 * (6 / 3/5 - 8/7) - 7
[28094] ['2/5', '8/7', '9/7', '4', '5'] -> 5 * (2/5 + 8/7) * 4 / 9/7
[28095] ['1/7', '8/9', '1', '7/4', '5'] -> (1 + 5 / 7/4) * 8/9 / 1/7
[28096] ['1/5', '1/5', '5/9', '3', '4'] -> (1/5 + 3 / 5/9) / 1/5 - 4
[28097] ['3/7', '3/7', '4/9', '2', '3'] -> (3 - (3/7 - 2)) / (3/7 * 4/9)
[28098] ['2/7', '2', '7/2', '7/2', '9'] -> 2 * (7/2 + 9) - 2/7 * 7/2
[28099] ['1/5', '1/2', '6/5', '5', '5'] -> (5 + 5 * (1/5 + 6/5)) / 1/2
[28100] ['1/3', '3/5', '9/7', '2', '6'] -> (2 / 3/5 + 6 / 9/7) / 1/3
[28101] ['3/5', '7/9', '5/6', '8', '9'] -> 8 * 9 * (7/9 / 5/6 - 3/5)
[28102] ['3/5', '7/6', '7/6', '6', '7'] -> 7/6 + 7/6 + (6 + 7) / 3/5
[28103] ['1/5', '1/2', '5/4', '5', '5'] -> 5 * (1/5 + 5 - 1/2 / 5/4)
[28104] ['1/7', '8/9', '1', '9/4', '5'] -> 8/9 * 9/4 * (5 + 1 / 1/7)
[28105] ['5/9', '7/6', '2', '9/4', '8'] -> (9/4 - 7/6 / 2) * 8 / 5/9
[28106] ['7/9', '1', '9/8', '7/5', '8'] -> 8 / (1 / 9/8 - 7/9 / 7/5)
[28107] ['1/5', '1/5', '7/9', '3', '4'] -> (1/5 + 4) / (1/5 * 7/9) - 3
[28108] ['3/7', '3/7', '4/7', '2', '3'] -> (3/7 + 3) / (3/7 - 4/7 / 2)
[28109] ['2/5', '8/7', '9/5', '4', '5'] -> 8/7 * (4 + (9/5 + 5) / 2/5)
[28110] ['2/7', '5/4', '8/3', '7', '7'] -> 2/7 * 7 + 8/3 * (5/4 + 7)
[28111] ['1/5', '1/5', '6/7', '3', '4'] -> 4 / (1/5 / 6/7 - 1/5 / 3)
[28112] ['7/9', '1', '9/8', '8/5', '8'] -> (1 + 7/9 * 9/8) * 8/5 * 8
[28113] ['3/8', '3/5', '5/2', '7', '9'] -> (7 - 3/5) * (3/8 + 9) / 5/2
[28114] ['3/8', '8/7', '5/4', '5', '7'] -> 5 * (7 / 8/7 - 5/4) - 3/8
[28115] ['2/5', '8/7', '9/4', '4', '5'] -> 9/4 + 5 * (4 + 2/5 / 8/7)
[28116] ['1/7', '8/9', '1', '8/3', '5'] -> 8/9 * (1 + 5) + 8/3 / 1/7
[28117] ['1/5', '1/2', '7/4', '5', '5'] -> (5 + 5 / 1/5) / (7/4 - 1/2)
[28118] ['7/9', '1', '9/8', '7/4', '8'] -> 8 * (1 + 7/4 / (7/9 * 9/8))
[28119] ['2/5', '8/7', '5/2', '4', '5'] -> 8/7 * (2/5 * 5/2 + 4 * 5)
[28120] ['1/5', '1/2', '9/4', '5', '5'] -> (1/5 + 9/4) * (5 + 5) - 1/2
[28121] ['2/7', '9/7', '9/7', '7', '7'] -> (7 - 9/7 / 9/7 *) / 2/7
[28122] ['1/5', '1/5', '8/7', '3', '4'] -> 3 / (1/5 / 8/7 - 1/5 / 4)
[28123] ['7/9', '1', '9/8', '9/5', '8'] -> (7/9 + 1 / 9/8) * 9/5 * 8
[28124] ['1/3', '5/8', '6/7', '2', '6'] -> (6 / 6/7 - 2) / (1/3 * 5/8)
[28125] ['3/8', '8/7', '5/3', '5', '7'] -> 7 * (3/8 * 8/7 + 5 / 5/3)
[28126] ['3/5', '7/6', '9/4', '6', '7'] -> 7 / 3/5 - (7/6 - 9/4 * 6)
[28127] ['5/9', '6/5', '7/4', '2', '8'] -> (2 + 7/4 * 8) / (5/9 * 6/5)
[28128] ['1/5', '1/5', '9/7', '3', '4'] -> (1/5 + 4) * 9/7 / 1/5 - 3
[28129] ['1/5', '1/2', '8/3', '5', '5'] -> 8/3 * (5 / 1/2 - 1/5 * 5)
[28130] ['1/3', '3/8', '2/5', '2', '9'] -> (2 + 9) / (1/3 / 2/5 - 3/8)
[28131] ['7/9', '1', '9/8', '8/3', '8'] -> 8 / (8/3 * (1 - 7/9 * 9/8))
[28132] ['2/7', '9/7', '8/5', '7', '7'] -> 8/5 * (7 + 7 - (2/7 - 9/7))
[28133] ['3/8', '8/7', '9/5', '5', '7'] -> 5 * (9/5 + 7 * 3/8 * 8/7)
[28134] ['1/7', '1', '9/8', '7/6', '5'] -> 5 / (7/6 * (1/7 + 1) - 9/8)
[28135] ['1/3', '5/8', '8/9', '2', '6'] -> (5/8 * 2 + 6 / 8/9) / 1/3
[28136] ['3/5', '7/9', '3/2', '8', '9'] -> (8 / (7/9 - 3/5) - 9) / 3/2
[28137] ['1/6', '2/5', '7/3', '7', '8'] -> 8 * (7/3 / (2/5 - 1/6) - 7)
[28138] ['3/7', '3/7', '8/9', '2', '3'] -> 3/7 / (8/9 / 2 - 3/7) - 3
[28139] ['3/8', '8/7', '9/4', '5', '7'] -> 3/8 + (5 + 7) * 9/4 / 8/7
[28140] ['3/5', '7/6', '9/2', '6', '7'] -> (9/2 + 7) / 3/5 - (7/6 - 6)
[28141] ['5/9', '5/4', '9/7', '2', '8'] -> (2 + 8) / (5/4 / 9/7 - 5/9)
[28142] ['3/8', '5/8', '5/7', '7', '9'] -> 9 + (5/8 + 5/7 * 7) / 3/8
[28143] ['1/5', '5/9', '5/8', '5', '5'] -> (5 / (5/9 * (1/5 * 5)) - 5/8))
[28144] ['3/7', '3/7', '9/8', '2', '3'] -> 3 / (3/7 / 3/7 + 9/8 - 2)
[28145] ['7/9', '1', '8/7', '7/6', '8'] -> (1 + 8/7 * 7/6) * 8 / 7/9
[28146] ['2/5', '7/6', '7/5', '4', '5'] -> 5 * (7/5 / 7/6 - (2/5 - 4))
[28147] ['1/3', '5/8', '9/7', '2', '6'] -> (2 * 6 - 1/3) * 9/7 / 5/8
[28148] ['2/7', '9/7', '9/4', '7', '7'] -> (7 - (2/7 - 7)) * 9/4 / 9/7
[28149] ['1/6', '2/5', '7/2', '7', '8'] -> (8 + 7 / 7/2) * 2/5 / 1/6
[28150] ['1/7', '1', '9/8', '5/4', '5'] -> (5 / (1/7 * 5/4) - 1) / 9/8
[28151] ['3/8', '5/8', '5/6', '7', '9'] -> 7 / (3/8 - 5/8 / 5/6 *
)[28152] ['7/9', '1', '8/7', '6/5', '8'] -> 8 / (1 / 7/9 - 8/7 / 6/5)
[28153] ['1/6', '4/7', '9/5', '2', '7'] -> 9/5 * 7 * (2 - 1/6 * 4/7)
[28154] ['2/7', '9/7', '5/2', '7', '7'] -> (7 + 2/7 + 9/7) * 7 / 5/2
[28155] ['3/8', '5/8', '6/7', '7', '9'] -> (5/8 + 3/8 * 9) * 6/7 * 7
[28156] ['3/5', '7/9', '7/3', '8', '9'] -> 8 / (7/9 - 3/5) - 7/3 * 9
[28157] ['1/6', '3/7', '5/9', '7', '8'] -> 8 / (5/9 / 1/6 - 3/7 * 7)
[28158] ['3/5', '5/4', '4/3', '6', '7'] -> (4/3 + 7) * 6 * 3/5 / 5/4
[28159] ['1/3', '3/8', '8/7', '2', '9'] -> 9 * (1/3 / 8/7 + 3/8 + 2)
[28160] ['3/8', '8/7', '9/2', '5', '7'] -> 9/2 * (5 / 3/8 - 8/7 * 7)
[28161] ['2/5', '7/6', '4', '9/2', '5'] -> (7/6 - 2/5 / 4) * 9/2 * 5
[28162] ['7/9', '1', '8/7', '7/5', '8'] -> 8 / (7/9 * (8/7 - 1 / 7/5))
[28163] ['3/8', '5/8', '8/9', '7', '9'] -> 7 + 9 * (8/9 + 3/8 + 5/8)
[28164] ['2/7', '9/7', '9/2', '7', '7'] -> 7 / 2/7 - 9/2 / (9/7 * 7)
[28165] ['1/5', '5/9', '5/6', '5', '5'] -> (5 / 5/9 - 5) / (1/5 * 5/6)
[28166] ['1/6', '3/5', '5/7', '2', '7'] -> (7 + 3/5 - 2) * 5/7 / 1/6
[28167] ['3/8', '5/8', '9/8', '7', '9'] -> 7 / (5/8 - 9/8 / (3/8 * 9))
[28168] ['5/9', '5/4', '2', '9/2', '8'] -> 5/9 * 9/2 * (8 + 2 / 5/4)
[28169] ['3/7', '3/7', '8/5', '2', '3'] -> (3/7 + 2 * 3) * 8/5 / 3/7
[28170] ['3/8', '7/6', '6/5', '5', '7'] -> 7/6 + 5 / 6/5 + 7 / 3/8
[28171] ['3/8', '5/8', '7/6', '7', '9'] -> (5/8 + 3/8 * 9) * 7 / 7/6
[28172] ['1/5', '5/9', '7/8', '5', '5'] -> 5 / (5/9 * (1/5 + 7/8 / 5))
[28173] ['2/7', '4/3', '8/5', '7', '7'] -> 7 / (4/3 / 2/7 - 7 / 8/5)
[28174] ['5/9', '9/7', '9/7', '2', '8'] -> 2 + (5/9 + 8) * (9/7 + 9/7)
[28175] ['1/3', '5/7', '3/4', '2', '6'] -> 6 / (3/4 / (2 - 5/7) - 1/3)
[28176] ['3/7', '3/7', '5/3', '2', '3'] -> (3/7 + 3) / (3/7 * (2 - 5/3))
[28177] ['2/5', '5/4', '5/4', '4', '5'] -> 4 * (5 + 2/5 * (5/4 + 5/4))
[28178] ['3/5', '5/4', '7/3', '6', '7'] -> 7 / (3/5 * 5/4) * 6 / 7/3
[28179] ['1/6', '3/5', '6/7', '2', '7'] -> (2 - 6/7 / 3/5) * 7 / 1/6
[28180] ['1/6', '3/7', '4/5', '7', '8'] -> (8 - 3/7 * 7) * 4/5 / 1/6
[28181] ['1/7', '1', '9/8', '9/4', '5'] -> (5 + 1 / 1/7) * 9/4 / 9/8
[28182] ['1/3', '5/7', '7/9', '2', '6'] -> (6 / 7/9 - 2) / (1/3 * 5/7)
[28183] ['3/8', '7/6', '7/5', '5', '7'] -> 7 / (3/8 * 7/5 - 7/6 / 5)
[28184] ['7/9', '1', '8/7', '9/4', '8'] -> 8 * (1 + 9/4 * 7/9 * 8/7)
[28185] ['3/8', '5/8', '7/5', '7', '9'] -> 9 + (5/8 + 7 / 7/5) / 3/8
[28186] ['5/9', '9/7', '7/5', '2', '8'] -> 8 * (2 + 7/5 * 5/9 * 9/7)
[28187] ['1/3', '3/8', '8/5', '2', '9'] -> (3/8 + 2 + 9 / 8/5) / 1/3
[28188] ['1/3', '5/7', '5/6', '2', '6'] -> 6 / (5/6 / (5/7 * 2) - 1/3)
[28189] ['7/9', '1', '8/7', '5/2', '8'] -> 7/9 * 8 * (1 + 8/7 * 5/2)
[28190] ['2/5', '5/4', '9/5', '4', '5'] -> 5 * (4 * (2/5 + 5/4) - 9/5)
[28191] ['3/8', '5/8', '9/5', '7', '9'] -> (3/8 + 5/8 * 9/5) * (7 + 9)
[28192] ['3/7', '3/7', '2', '5/2', '3'] -> 2 / (3 - 5/2 / (3/7 + 3/7))
[28193] ['3/8', '7/6', '7/4', '5', '7'] -> 7 / 7/6 + (7/4 + 5) / 3/8
[28194] ['3/5', '4/5', '9/7', '8', '9'] -> (4/5 - 3/5 / 9/7) * 8 * 9
[28195] ['5/9', '9/7', '8/5', '2', '8'] -> 8/5 + 2 * 8 / (5/9 * 9/7)
[28196] ['1/7', '1', '9/8', '8/3', '5'] -> 8/3 / 1/7 + (1 + 5) / 9/8
[28197] ['2/5', '5/4', '9/4', '4', '5'] -> 4 * (5 * (2/5 + 5/4) - 9/4)
[28198] ['3/5', '9/7', '8/5', '6', '7'] -> 8/5 / (6 / (9/7 * 7) - 3/5)
[28199] ['7/9', '1', '7/6', '6/5', '8'] -> (1 + 7/6 / 7/9) * 6/5 * 8
[28200] ['3/5', '4/5', '7/4', '8', '9'] -> 7/4 * (3/5 + 9) - (4/5 - 8)
[28201] ['1/5', '2/9', '6/7', '3', '4'] -> 2/9 * 3 + 4 / (1/5 * 6/7)
[28202] ['5/9', '9/7', '7/4', '2', '8'] -> 8 / (2 / (9/7 * 7/4) - 5/9)
[28203] ['1/6', '3/5', '9/7', '2', '7'] -> 3/5 * 7 * (9/7 / 1/6 - 2)
[28204] ['3/7', '4/9', '5/9', '2', '3'] -> 2 / (3 - 5/9 / (3/7 * 4/9))
[28205] ['1/6', '3/7', '8/5', '7', '8'] -> 8/5 * (7 / 3/7 - 1/6 * 8)
[28206] ['2/7', '4/3', '7/2', '7', '7'] -> 7 + (2/7 + 4/3) * (7/2 + 7)
[28207] ['1/5', '5/9', '4/3', '5', '5'] -> ((5 - 4/3) / 1/5 - 5) / 5/9
[28208] ['5/9', '9/7', '9/5', '2', '8'] -> 8 / (5/9 * (2 - 9/5 / 9/7))
[28209] ['1/5', '2/9', '8/9', '3', '4'] -> (8/9 + 2/9 / 1/5) * 3 * 4
[28210] ['3/7', '4/9', '4/7', '2', '3'] -> 4/7 * 2 / (3 * (4/9 - 3/7))
[28211] ['1/6', '3/7', '7/4', '7', '8'] -> 3/7 * (7/4 * 8 + 7 / 1/6)
[28212] ['1/3', '2/5', '7/8', '2', '9'] -> (2 / (2/5 - 1/3) - 9) / 7/8
[28213] ['2/5', '9/7', '7/5', '4', '5'] -> 4 * (9/7 + 5 - 2/5 / 7/5)
[28214] ['5/9', '9/7', '2', '9/4', '8'] -> 2 / 9/7 + 8 * (5/9 + 9/4)
[28215] ['2/7', '7/5', '7/5', '7', '7'] -> (7 - 7/5 / 7/5 *) / 2/7
[28216] ['7/9', '1', '7/6', '8/5', '8'] -> (1 + 7/6 / 7/9) * (8/5 + 8)
[28217] ['1/3', '2/5', '8/9', '2', '9'] -> ((1/3 + 9) / 2/5 - 2) / 8/9
[28218] ['3/5', '9/7', '7/2', '6', '7'] -> (3/5 + 9/7 * 7) * (6 - 7/2)
[28219] ['3/8', '2/3', '4/5', '7', '9'] -> (9 + 7 / 2/3) / 4/5 - 3/8
[28220] ['2/7', '7/5', '3/2', '7', '7'] -> 3/2 + (7 + 7 / 2/7) / 7/5
[28221] ['1/6', '3/5', '2', '8/3', '7'] -> (8/3 - 1/6) * (7 + 3/5 + 2)
[28222] ['1/6', '3/7', '9/4', '7', '8'] -> 7 * (3/7 + 8 * 1/6 * 9/4)
[28223] ['1/3', '2/5', '8/7', '2', '9'] -> 8/7 * (2 / (2/5 - 1/3) - 9)
[28224] ['2/7', '7/5', '8/5', '7', '7'] -> 8/5 - 7 + (7/5 + 7) / 2/7
[28225] ['5/9', '9/7', '2', '7/2', '8'] -> 8 * (5/9 / 2 + 7/2 / 9/7)
[28226] ['3/5', '4/3', '4/3', '6', '7'] -> 4/3 + 4/3 * (7 + 6 / 3/5)
[28227] ['7/9', '1', '7/6', '9/5', '8'] -> (1 + 7/9 / 7/6) * 9/5 * 8
[28228] ['1/5', '2/9', '5/4', '3', '4'] -> (4 / ((1/5 * 2/9) * 5/4) * 3))
[28229] ['2/5', '9/7', '7/4', '4', '5'] -> 7/4 * (4 / 2/5 - (9/7 - 5))
[28230] ['1/3', '5/7', '9/5', '2', '6'] -> (9/5 * 6 - 2 / 5/7) / 1/3
[28231] ['3/5', '5/6', '9/7', '8', '9'] -> 8 / (5/6 - 3/5) - (9/7 + 9)
[28232] ['3/7', '4/9', '5/6', '2', '3'] -> 4/9 * 3 / (2 - 5/6 / 3/7)
[28233] ['3/5', '4/3', '7/4', '6', '7'] -> 4/3 * 7/4 + (6 + 7) / 3/5
[28234] ['1/3', '5/7', '2', '9/4', '6'] -> 6 / (9/4 / (1/3 + 2) - 5/7)
[28235] ['3/8', '6/5', '5/3', '5', '7'] -> (7 * 6/5 * 5/3 - 5) / 3/8
[28236] ['7/9', '1', '6/5', '5/4', '8'] -> (8 / ((1 - 7/9) * 6/5) * 5/4))
[28237] ['3/5', '4/3', '9/4', '6', '7'] -> (6 - 3/5) * (4/3 + 7 / 9/4)
[28238] ['1/3', '5/7', '2', '5/2', '6'] -> (6 - 2 / 5/7) * 5/2 / 1/3
[28239] ['3/8', '2/3', '7/6', '7', '9'] -> (3/8 + 7/6) * (7 + 9) - 2/3
[28240] ['3/8', '6/5', '7/4', '5', '7'] -> 5 * (7 - (7/4 + 3/8 * 6/5))
[28241] ['1/6', '5/8', '6/7', '2', '7'] -> (2 + 1/6 * 6/7) * 7 / 5/8
[28242] ['1/5', '5/9', '9/2', '5', '5'] -> 9/2 * (5/9 + 5) - 1/5 * 5
[28243] ['1/7', '1', '7/6', '7/5', '5'] -> (1 / 1/7 - 7/5) * 5 / 7/6
[28244] ['1/6', '4/9', '3/5', '7', '8'] -> 3/5 * 4/9 / 1/6 * (7 + 8)
[28245] ['2/7', '7/5', '7/3', '7', '7'] -> 7/3 * (2/7 + (7 + 7) / 7/5)
[28246] ['3/7', '4/9', '8/9', '2', '3'] -> 8/9 / (4/9 / 3/7 + 2 - 3)
[28247] ['1/3', '3/7', '3/5', '2', '9'] -> 9 / 3/7 - (1/3 - 2 / 3/5)
[28248] ['2/5', '9/7', '8/3', '4', '5'] -> 9/7 * 4 * (8/3 + 2/5 * 5)
[28249] ['1/7', '1', '7/6', '3/2', '5'] -> (1 + 5) / (3/2 * 1/7 * 7/6)
[28250] ['3/8', '6/5', '9/4', '5', '7'] -> 9/4 * (5 + 7 / 6/5) - 3/8
[28251] ['2/7', '7/5', '5/2', '7', '7'] -> 7 / 2/7 - 7/5 * 5/2 / 7
[28252] ['1/6', '5/8', '8/9', '2', '7'] -> 7 * 5/8 / 1/6 - 2 / 8/9
[28253] ['3/5', '4/3', '7/2', '6', '7'] -> 4/3 * (7/2 + 7) + 6 / 3/5
[28254] ['1/6', '4/9', '5/7', '7', '8'] -> 8 / (5/7 - 4/9 / (1/6 * 7))
[28255] ['3/8', '2/3', '9/7', '7', '9'] -> 9/7 / (2/3 / 7 - 3/8 / 9)
[28256] ['1/7', '1', '7/6', '8/5', '5'] -> (8/5 / (7/6 * (1 / 5)) - 1/7))
[28257] ['1/3', '3/7', '5/6', '2', '9'] -> (9 - 3/7) * (1/3 + 2) / 5/6
[28258] ['3/7', '4/9', '8/7', '2', '3'] -> 3 * (2 + 8/7 / (3/7 * 4/9))
[28259] ['1/6', '5/8', '8/7', '2', '7'] -> (7 - 8/7 * (5/8 + 2)) / 1/6
[28260] ['1/6', '4/9', '3/4', '7', '8'] -> (1/6 * 8 + 7 / 3/4) / 4/9
[28261] ['3/8', '6/5', '7/2', '5', '7'] -> 7 / (5 / 6/5 - (3/8 + 7/2))
[28262] ['1/7', '1', '7/6', '7/4', '5'] -> 7/6 / 7/4 * (1 + 5 / 1/7)
[28263] ['3/5', '6/7', '7/8', '8', '9'] -> 6/7 * 8 + 9 / (3/5 * 7/8)
[28264] ['3/7', '4/9', '7/6', '2', '3'] -> (2 + 3 / 7/6) / (3/7 * 4/9)
[28265] ['2/5', '4/3', '7/4', '4', '5'] -> 2/5 / (7/4 / 5 - 4/3 / 4)
[28266] ['1/6', '5/8', '9/7', '2', '7'] -> (2 + 9/7 * 7) / (5/8 - 1/6)
[28267] ['3/8', '6/5', '9/2', '5', '7'] -> (7 - (9/2 - 5)) * 6/5 / 3/8
[28268] ['1/7', '1', '7/6', '9/5', '5'] -> (9/5 - 1) * 5 / (1/7 * 7/6)
[28269] ['3/5', '6/7', '8/9', '8', '9'] -> 8/9 * (9 / (6/7 - 3/5) - 8)
[28270] ['2/7', '7/5', '9/2', '7', '7'] -> 9/2 + 7 / 2/7 - 7 / 7/5
[28271] ['7/9', '1', '6/5', '7/3', '8'] -> 8 / ((7/3 - 1) / 6/5 - 7/9)
[28272] ['1/5', '1/4', '2/7', '3', '4'] -> 3 / (1/5 * (1/4 + 2/7)) - 4
[28273] ['1/7', '1', '7/6', '9/4', '5'] -> (5 / ((1/7 * 7/6) * 9/4) - 1))
[28274] ['5/9', '7/5', '2', '9/4', '8'] -> 8 * (7/5 + 2 / (5/9 * 9/4))
[28275] ['3/5', '6/7', '8/7', '8', '9'] -> 6/7 * 8 + 9 * 8/7 / 3/5
[28276] ['1/6', '5/8', '7/4', '2', '7'] -> (7 - (7/4 + 5/8 * 2)) / 1/6
[28277] ['1/6', '4/9', '6/5', '7', '8'] -> 1/6 + 7 / 6/5 + 8 / 4/9
[28278] ['1/3', '7/9', '4/5', '2', '6'] -> 1/3 * 2 / (4/5 - 7/9) - 6
[28279] ['1/7', '1', '7/6', '5/2', '5'] -> (1/7 + 5) * (5/2 + 1 + 7/6)
[28280] ['2/7', '3/2', '5/3', '7', '7'] -> 2/7 / (5/3 - 3/2) * (7 + 7)
[28281] ['3/7', '4/9', '9/7', '2', '3'] -> (3 + (9/7 + 2) / 3/7) / 4/9
[28282] ['5/9', '7/5', '2', '5/2', '8'] -> 8 / (5/9 * (7/5 - 2 / 5/2))
[28283] ['1/3', '3/7', '2', '5/2', '9'] -> (9 / (3/7 * 2) - 5/2) / 1/3
[28284] ['7/9', '1', '6/5', '9/2', '8'] -> 6/5 * 8 * (7/9 * 9/2 - 1)
[28285] ['3/5', '6/7', '5/4', '8', '9'] -> 5/4 * (8 + (3/5 + 9) / 6/7)
[28286] ['1/6', '4/9', '9/7', '7', '8'] -> (8 - 7 * 4/9 * 9/7) / 1/6
[28287] ['3/8', '5/4', '9/4', '5', '7'] -> (9/4 + 7 - 5/4 / 5) / 3/8
[28288] ['7/9', '1', '5/4', '5/4', '8'] -> 8 * (5/4 + 7/9 * (1 + 5/4))
[28289] ['3/7', '4/9', '3/2', '2', '3'] -> 3 * (3/2 / 3/7 + 2 / 4/9)
